id;key;option;likert_question;scale
30;HARASS3F2_W32;Has made it easier for men;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault has made it easier for men to know how to interact with women in the workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
30;HARASS3F2_W32;Has made it harder for men;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault has made it harder for men to know how to interact with women in the workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
30;HARASS3F2_W32;Hasn't made much difference;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault hasn't made much difference for men knowing how to interact with women in the workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
31;WOMENOPPS_W32;The obstacles that once made it harder for women than men to get ahead are now largely gone;Do you think there are still significant obstacles that make it harder for women than men to get ahead? To what extent do you agree with the following statement: The obstacles that once made it harder for women than men to get ahead are now largely gone. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
31;WOMENOPPS_W32;There are still significant obstacles that make it harder for women to get ahead than men;Do you think there are still significant obstacles that make it harder for women than men to get ahead? To what extent do you agree with the following statement: There are still significant obstacles that make it harder for women to get ahead than men. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
32;STYLE1_W36;Men and women are basically similar;Think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that men and women are basically similar or basically different? To what extent do you agree with the following statement: Men and women in top positions in business and politics are basically similar in their approach to leadership. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
32;STYLE1_W36;Men and women are basically different;Think about the leadership styles of people in top positions in business and politics. In general, when it comes to their approach to leadership, do you think that men and women are basically similar or basically different? To what extent do you agree with the following statement: Men and women in top positions in business and politics are basically different in their approach to leadership. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
33;STYLE2_W36;Women generally have a better approach;Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say women generally have a better approach? To what extent do you agree with the following statement: Women generally have a better approach to leadership. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
33;STYLE2_W36;Men generally have a better approach;Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say men generally have a better approach? To what extent do you agree with the following statement: Men generally have a better approach to leadership. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
33;STYLE2_W36;Neither is better;Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say neither men nor women are better? To what extent do you agree with the following statement: Neither men nor women are better in their approach to leadership. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
34;AMNTWMNPF1_W36;Too many women in high political offices;Thinking about politics today, would you say there are too many women in high political offices? To what extent do you agree with the following statement: There are too many women in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
34;AMNTWMNPF1_W36;Too few women in high political offices;Thinking about politics today, would you say there are too few women in high political offices? To what extent do you agree with the following statement: There are too few women in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
34;AMNTWMNPF1_W36;About the right number of women in high political offices;Thinking about politics today, would you say there is about the right number of women in high political offices? To what extent do you agree with the following statement: There is about the right number of women in high political offices. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
